Sample_ID,State,Water_Source,pH,Temperature_C,Turbidity_NTU,Dissolved_Oxygen_mgL,BOD_mgL,COD_mgL,Total_Dissolved_Solids_mgL,Electrical_Conductivity_uScm,Total_Hardness_mgL,Calcium_mgL,Magnesium_mgL,Chloride_mgL,Sulfate_mgL,Nitrate_mgL,Fluoride_mgL,Total_Coliform_MPN100mL,Lead_mgL,Sampling_Date,WQI_Score,WQI_Class
WQ1688,Punjab,Tap,8.53,22.9,0.42,8.36,7.58,17.39,534.5,816.6,152.3,32.07,6.83,7.8,96.35,0.06,1.7,103.0,0.0117,2025-11-08,79.81,Good
WQ1689,WestBengal,River,6.83,22.5,14.03,4.69,0.95,25.06,356.8,347.8,266.0,58.96,31.58,125.14,44.33,14.18,0.59,117.0,0.001,2024-09-10,88.09,Good
WQ1690,Karnataka,Well,6.72,36.1,7.04,8.51,1.39,49.69,376.6,1033.8,207.6,84.26,24.01,6.28,16.21,9.74,0.1,54.0,0.0012,2025-10-26,90.94,Excellent
WQ1691,Kerala,Well,7.58,26.2,4.42,7.4,2.52,24.45,507.5,678.7,173.4,28.54,4.54,5.69,25.35,8.67,0.68,165.0,0.0137,2025-08-01,87.74,Good
WQ1692,WestBengal,Groundwater,6.4,17.1,8.81,7.95,6.4,22.28,217.2,725.7,323.4,75.91,14.98,61.67,57.01,0.57,0.07,155.0,0.0032,2025-07-20,83.04,Good
WQ1693,WestBengal,Well,7.44,21.2,0.42,5.71,8.54,10.03,378.4,616.5,96.2,118.07,29.04,13.96,110.73,3.6,1.23,129.0,0.0099,2024-04-05,82.49,Good
WQ1694,WestBengal,Reservoir,7.81,29.1,3.24,3.68,4.04,0.03,278.1,931.9,306.5,86.55,18.48,2.0,2.1,21.91,0.44,18.0,0.0249,2024-06-15,82.17,Good
WQ1695,Odisha,Lake,8.18,34.4,4.97,8.01,0.27,2.56,271.9,934.9,318.4,95.35,16.64,44.01,3.71,15.88,0.29,97.0,0.0038,2024-11-26,86.47,Good
WQ1696,Haryana,Lake,7.12,16.1,8.82,2.87,3.32,15.3,28.0,800.5,162.0,65.46,24.1,11.81,19.66,2.69,0.04,66.0,0.0024,2024-03-02,90.31,Excellent
WQ1697,Delhi,Pond,7.04,14.6,7.65,6.37,1.58,22.49,717.9,869.4,168.0,84.2,29.12,14.0,13.25,1.37,0.29,101.0,0.0011,2024-06-22,93.71,Excellent
WQ1698,TamilNadu,Pond,6.5,33.4,1.62,8.88,1.91,10.81,312.7,636.4,227.7,42.05,7.76,6.4,15.39,4.77,1.4,382.0,0.0014,2024-09-09,88.9,Good
WQ1699,Gujarat,Lake,6.54,25.9,14.14,7.38,0.15,26.24,682.7,862.7,278.2,79.9,31.6,18.36,12.5,3.52,0.01,98.0,0.0006,2025-04-05,91.2,Excellent
WQ1700,UP,Tap,7.02,19.7,0.66,10.9,0.64,14.76,663.8,598.6,234.7,76.36,15.4,100.56,10.9,9.17,0.39,2.0,0.0009,2025-09-15,95.97,Excellent
WQ1701,WestBengal,Pond,7.49,26.7,10.4,9.05,4.69,1.54,192.8,700.7,293.4,67.25,24.78,132.41,7.0,27.15,1.61,87.0,0.0057,2024-08-02,78.38,Good
WQ1702,Rajasthan,Groundwater,7.93,10.8,17.69,5.69,1.82,4.26,232.3,617.6,426.3,92.9,24.57,48.2,135.87,3.61,0.3,258.0,0.0039,2024-08-26,83.65,Good
WQ1703,Haryana,Well,6.56,24.0,0.97,7.05,1.08,36.65,962.1,562.8,199.2,46.53,18.68,56.51,7.79,0.51,0.34,227.0,0.0123,2025-02-18,93.47,Excellent
WQ1704,Kerala,Lake,8.39,25.6,6.4,6.91,1.45,25.81,800.2,493.3,78.5,55.32,12.72,2.66,11.43,18.23,0.52,108.0,0.0204,2025-11-05,82.41,Good
WQ1705,Bihar,Pond,6.98,28.6,0.21,3.84,5.78,45.03,443.7,840.3,332.6,62.39,21.57,5.75,14.14,0.31,0.37,43.0,0.0154,2024-05-05,90.64,Excellent
WQ1706,Kerala,Lake,7.18,18.9,2.6,5.12,4.15,2.5,501.5,1093.2,418.3,34.26,44.5,23.83,135.16,24.42,0.11,94.0,0.0076,2024-09-09,83.83,Good
WQ1707,Karnataka,Reservoir,6.6,24.4,3.63,5.88,0.95,92.55,323.8,1051.3,289.3,65.67,8.66,62.8,70.47,8.74,0.01,124.0,0.0011,2025-12-11,91.62,Excellent
WQ1708,UP,River,5.26,19.4,4.35,2.93,0.37,4.7,536.5,323.0,141.2,17.03,45.31,107.63,77.96,22.74,0.56,1344.0,0.0124,2024-07-15,69.18,Medium
WQ1709,TamilNadu,Well,7.91,25.3,13.74,7.09,0.87,0.24,306.6,1086.8,237.6,86.17,21.88,74.31,5.53,1.78,1.52,155.0,0.0045,2025-09-25,87.94,Good
WQ1710,Rajasthan,Lake,7.79,19.5,5.58,6.5,7.61,119.22,43.5,604.6,138.1,61.17,25.42,39.82,90.49,0.33,0.07,178.0,0.0009,2025-02-16,81.08,Good
WQ1711,Kerala,River,6.97,22.0,3.28,3.65,2.61,6.6,185.7,880.2,314.3,46.98,11.96,10.07,26.23,5.36,0.14,101.0,0.0185,2025-03-31,92.33,Excellent
WQ1712,TamilNadu,Pond,7.25,19.0,8.3,7.81,2.29,22.05,454.2,428.1,114.9,39.14,15.74,121.41,15.25,4.79,0.28,66.0,0.0041,2024-02-23,90.73,Excellent
WQ1713,UP,River,7.61,27.3,15.03,8.43,2.72,3.89,223.8,742.6,220.0,54.14,18.97,36.18,42.87,3.22,0.99,251.0,0.0025,2025-10-08,84.89,Good
WQ1714,WestBengal,Well,5.95,28.3,0.11,7.45,1.37,17.36,436.5,794.1,149.6,77.21,12.45,106.56,86.35,25.3,0.19,102.0,0.0205,2024-12-04,84.05,Good
WQ1715,Rajasthan,Lake,6.78,22.8,20.23,6.35,4.94,46.88,235.1,254.6,262.7,73.69,22.49,57.56,75.4,13.83,1.28,786.0,0.0232,2024-12-24,73.41,Good
WQ1716,TamilNadu,Reservoir,7.84,24.2,0.45,8.18,2.22,7.72,293.5,882.5,213.4,42.36,20.12,107.36,110.36,8.67,0.03,92.0,0.0041,2024-05-30,88.81,Good
WQ1717,Karnataka,Tap,6.2,16.8,8.42,8.36,0.37,22.19,620.6,1103.8,267.7,38.85,47.21,190.26,131.65,1.42,1.7,11.0,0.0044,2024-04-09,92.38,Excellent
WQ1718,Delhi,Pond,7.43,22.5,1.64,7.61,0.41,4.16,499.5,647.6,252.2,76.42,11.01,203.09,13.6,10.6,0.49,172.0,0.0087,2024-08-21,91.84,Excellent
WQ1719,Punjab,Lake,6.11,23.7,0.71,5.35,2.31,19.61,448.1,1108.1,151.3,41.94,26.23,61.28,27.57,10.39,0.65,7.0,0.0132,2025-06-27,88.69,Good
WQ1720,Delhi,Well,7.57,37.1,2.9,7.55,8.27,8.2,625.8,643.1,312.7,61.5,27.97,57.31,1.0,4.43,0.28,43.0,0.0007,2024-03-02,82.12,Good
WQ1721,UP,Pond,7.17,18.4,5.16,9.39,1.11,4.75,546.1,954.9,245.1,63.09,12.16,24.7,105.73,20.7,0.91,65.0,0.009,2024-07-14,89.08,Good
WQ1722,Haryana,Groundwater,5.91,31.3,2.4,5.81,6.11,7.51,739.3,50.0,151.1,67.8,33.24,219.66,8.4,1.46,0.11,202.0,0.0305,2025-06-25,82.21,Good
WQ1723,Punjab,River,8.13,29.0,0.28,11.2,4.33,3.94,358.0,1425.6,474.1,81.46,20.22,48.99,98.84,2.49,0.03,102.0,0.003,2024-04-15,86.0,Good
WQ1724,Gujarat,Tap,6.61,25.4,4.57,5.95,0.85,46.44,364.1,1148.6,297.6,28.43,1.0,10.92,19.98,0.52,0.3,4.0,0.0239,2024-10-21,95.21,Excellent
WQ1725,Karnataka,Well,6.55,32.8,11.63,7.06,0.11,10.12,189.8,614.6,234.7,12.22,32.92,45.35,22.95,12.7,1.15,144.0,0.03,2025-10-06,88.85,Good
WQ1726,Gujarat,Groundwater,7.36,25.9,2.42,5.66,0.32,5.63,364.2,108.4,391.5,45.81,11.6,10.87,2.0,7.78,0.84,80.0,0.0031,2025-03-26,93.86,Excellent
WQ1727,Odisha,Lake,8.12,25.9,1.22,7.45,3.91,11.9,643.0,786.4,434.2,105.04,12.43,55.86,19.79,3.03,0.44,382.0,0.014,2025-06-17,83.44,Good
WQ1728,Rajasthan,Reservoir,6.39,23.7,2.92,3.52,0.67,7.73,710.0,266.8,235.5,110.55,33.25,65.91,109.63,1.43,0.51,104.0,0.0027,2024-06-04,93.6,Excellent
WQ1729,MadhyaPradesh,Pond,7.25,30.1,0.25,5.91,1.39,27.28,642.1,833.5,284.7,105.78,20.83,32.97,1.29,0.33,0.08,185.0,0.0134,2025-02-09,94.64,Excellent
WQ1730,Punjab,River,7.54,29.5,8.59,4.82,2.09,70.96,91.2,823.5,151.2,55.18,36.01,5.95,26.07,1.46,1.1,37.0,0.016,2025-12-26,90.78,Excellent
WQ1731,Gujarat,Pond,7.75,20.9,8.75,7.27,3.88,11.53,666.6,417.6,235.3,15.45,39.52,229.89,1.6,4.83,0.93,215.0,0.0028,2025-11-13,84.21,Good
WQ1732,Kerala,Tap,7.34,17.4,4.43,8.99,0.36,39.47,82.3,1036.3,230.1,2.0,17.26,118.75,23.18,2.27,0.64,191.0,0.0126,2025-07-07,93.84,Excellent
WQ1733,Gujarat,Lake,6.91,23.0,2.18,8.29,1.56,16.69,629.6,941.7,268.5,44.65,34.52,146.05,9.48,2.4,0.38,352.0,0.0167,2025-07-25,92.32,Excellent
WQ1734,TamilNadu,Pond,6.54,20.0,8.04,2.26,1.99,3.42,376.4,992.7,283.3,55.05,15.93,36.57,14.53,16.67,2.0,5.0,0.0044,2025-01-09,87.25,Good
WQ1735,Delhi,River,7.27,23.7,4.04,11.08,2.33,23.46,590.5,702.7,306.0,92.52,51.8,114.45,105.02,5.79,1.27,89.0,0.0018,2025-08-11,91.32,Excellent
WQ1736,TamilNadu,Lake,6.34,30.2,8.74,7.59,5.12,14.41,183.5,275.3,273.8,81.7,16.68,53.15,28.64,10.45,0.62,171.0,0.001,2025-03-30,81.55,Good
WQ1737,Odisha,Pond,4.86,21.7,4.99,5.45,0.57,21.03,684.2,993.4,128.9,65.69,37.31,17.96,16.0,0.29,0.28,15.0,0.0086,2024-07-20,86.71,Good
WQ1738,Punjab,Reservoir,7.55,23.8,7.67,7.31,4.95,44.09,157.0,618.9,156.2,37.75,35.13,10.63,44.5,3.64,0.58,79.0,0.0382,2025-03-27,85.64,Good
WQ1739,Punjab,Well,7.92,24.3,4.56,7.35,3.54,11.61,316.3,283.1,195.4,35.98,28.79,33.86,7.66,5.22,0.51,427.0,0.0173,2024-07-05,82.89,Good
WQ1740,Odisha,Lake,5.31,28.2,2.67,5.67,2.43,46.29,250.4,1105.6,221.8,66.35,16.95,11.84,15.01,1.65,0.3,86.0,0.0057,2025-08-30,85.75,Good
WQ1741,UP,Well,6.39,12.8,15.84,7.4,3.61,27.78,99.1,1329.8,355.1,77.43,23.18,508.72,39.51,1.02,0.22,634.0,0.0077,2025-12-24,80.14,Good
WQ1742,TamilNadu,Lake,7.7,21.0,3.89,5.79,1.59,13.41,468.9,687.6,133.7,69.8,1.0,4.04,13.56,16.34,0.31,9.0,0.0033,2025-01-02,87.96,Good
WQ1743,Maharashtra,Reservoir,8.85,25.1,4.65,6.19,0.45,18.49,811.2,1347.7,214.3,34.14,27.69,46.55,56.84,22.43,0.51,190.0,0.0018,2024-12-05,80.05,Good
WQ1744,Kerala,Well,7.22,30.0,1.25,5.63,3.29,7.88,983.4,727.4,345.3,76.27,29.2,48.13,33.81,0.66,0.34,130.0,0.0066,2024-09-18,92.09,Excellent
WQ1745,Bihar,Groundwater,6.62,21.5,4.91,4.13,2.23,82.21,469.4,585.9,220.0,70.65,26.6,28.61,73.92,3.43,0.18,104.0,0.0062,2025-08-11,91.21,Excellent
WQ1746,Delhi,River,7.05,14.6,4.24,7.29,3.06,22.01,673.3,510.9,296.0,33.23,1.0,67.77,148.06,25.42,0.86,530.0,0.0074,2025-06-26,80.96,Good
WQ1747,Punjab,Groundwater,8.3,27.1,1.02,8.17,1.24,0.9,496.4,1191.1,236.0,40.39,9.81,13.0,6.15,0.69,0.45,21.0,0.0305,2025-07-04,90.92,Excellent
WQ1748,UP,Pond,6.68,20.8,0.31,8.03,7.12,7.91,549.8,466.0,275.7,77.21,16.02,122.57,20.37,8.25,0.04,340.0,0.0093,2024-11-01,81.75,Good
WQ1749,MadhyaPradesh,Reservoir,6.56,18.1,4.64,8.64,2.66,19.53,381.6,920.6,227.2,54.14,28.5,32.33,19.25,28.67,0.28,176.0,0.0093,2025-12-26,82.06,Good
WQ1750,Kerala,Groundwater,6.81,20.9,7.21,7.65,0.27,1.16,489.0,532.3,316.7,99.73,28.47,71.59,8.2,30.62,1.3,45.0,0.0014,2025-09-29,86.85,Good
WQ1751,TamilNadu,Lake,6.44,23.1,3.71,5.93,1.79,0.48,557.5,561.9,95.5,72.53,22.96,100.6,83.12,5.1,0.84,348.0,0.0565,2024-06-13,88.39,Good
WQ1752,Delhi,Pond,7.3,21.0,1.29,8.68,4.24,11.96,334.3,1009.1,213.7,47.83,32.62,175.89,71.33,1.42,0.23,84.0,0.0148,2025-09-12,90.49,Excellent
WQ1753,MadhyaPradesh,Pond,8.5,13.0,5.49,4.28,4.74,8.09,434.5,586.0,279.7,59.74,12.69,144.53,33.12,1.81,1.67,252.0,0.021,2024-03-28,80.68,Good
WQ1754,TamilNadu,Groundwater,7.46,28.5,0.42,5.2,2.05,11.54,438.3,578.6,303.4,61.58,32.32,74.98,38.58,17.63,0.05,74.0,0.0053,2024-07-18,88.47,Good
WQ1755,Gujarat,Groundwater,7.0,30.4,2.92,5.07,6.75,6.1,615.3,1039.8,399.3,41.79,30.7,39.33,3.07,19.41,1.95,286.0,0.007,2024-09-27,80.32,Good
WQ1756,MadhyaPradesh,Reservoir,6.97,27.3,0.89,9.16,0.93,3.6,236.8,1179.2,210.9,37.19,29.53,55.97,40.54,7.49,0.17,152.0,0.0074,2024-02-20,94.42,Excellent
WQ1757,Odisha,River,5.95,18.3,1.02,8.89,1.59,23.37,439.7,893.4,397.9,77.53,22.82,117.14,78.35,11.63,0.01,23.0,0.0022,2025-05-03,88.34,Good
WQ1758,Assam,Groundwater,7.91,23.0,1.13,7.97,6.87,14.45,832.4,503.6,184.1,81.13,46.97,168.0,42.65,10.77,0.34,157.0,0.0117,2024-07-16,80.01,Good
WQ1759,UP,Tap,7.14,24.0,2.44,9.14,6.8,4.47,682.8,546.8,382.9,75.09,30.92,8.77,15.42,8.67,0.27,32.0,0.0233,2024-01-23,85.45,Good
WQ1760,Delhi,Groundwater,7.06,27.0,0.26,5.24,3.47,7.7,719.8,724.0,331.7,97.88,13.38,38.87,55.06,14.05,0.46,80.0,0.0018,2025-10-26,89.4,Good
WQ1761,WestBengal,Well,9.75,27.3,2.54,7.7,5.88,17.92,454.9,796.3,158.7,46.46,27.98,119.73,22.43,9.25,0.96,28.0,0.0009,2024-08-10,73.61,Good
WQ1762,Assam,Lake,7.44,20.3,3.58,6.75,0.28,1.5,514.2,403.6,280.7,101.86,34.03,45.2,39.36,6.11,1.11,3.0,0.0134,2024-08-08,94.44,Excellent
WQ1763,Rajasthan,Tap,6.6,24.4,3.3,8.69,6.01,3.19,650.4,916.9,244.9,37.48,17.94,32.3,33.43,2.16,0.31,36.0,0.0032,2025-10-24,86.99,Good
WQ1764,Rajasthan,Tap,6.86,26.3,2.41,6.77,1.16,1.52,762.1,725.7,312.6,34.68,38.07,42.39,24.0,10.9,0.34,115.0,0.0098,2024-09-22,92.42,Excellent
WQ1765,Delhi,Well,8.12,31.3,9.14,6.23,0.59,33.46,59.7,185.3,227.7,16.0,29.58,73.87,63.45,5.13,0.1,99.0,0.0119,2024-03-13,88.24,Good
WQ1766,MadhyaPradesh,Well,7.29,27.5,0.79,8.08,0.82,27.92,186.9,421.3,219.3,48.86,1.0,600.0,107.65,2.79,0.03,104.0,0.0039,2024-03-17,95.21,Excellent
WQ1767,TamilNadu,Pond,6.05,27.9,3.52,8.75,1.62,27.99,711.9,548.8,386.9,47.41,28.6,54.34,1.0,12.95,0.62,43.0,0.0169,2025-06-27,87.45,Good
WQ1768,UP,River,7.94,24.4,0.32,5.66,0.87,25.2,394.6,678.1,240.1,73.15,20.13,18.71,135.62,9.54,0.04,173.0,0.008,2025-03-10,89.31,Good
WQ1769,Bihar,Lake,6.67,31.1,0.37,6.88,1.16,22.14,315.7,1266.8,332.6,66.1,31.45,14.22,35.82,22.16,0.79,183.0,0.0203,2024-03-05,88.02,Good
WQ1770,Rajasthan,Reservoir,8.7,26.0,4.27,4.88,0.44,12.96,199.2,771.5,227.5,30.18,36.33,3.46,60.32,1.45,0.46,66.0,0.0144,2024-12-22,88.46,Good
WQ1771,UP,Tap,8.06,19.7,4.17,2.0,1.05,20.56,339.0,447.8,416.7,50.18,27.34,65.46,96.77,8.38,0.13,320.0,0.0203,2024-01-18,86.16,Good
WQ1772,Rajasthan,Reservoir,6.84,31.0,10.52,7.4,2.55,0.78,169.5,766.2,182.2,50.71,44.98,62.92,31.47,2.24,0.47,155.0,0.0002,2025-11-06,90.0,Good
WQ1773,Gujarat,Groundwater,8.22,27.5,4.08,8.22,1.75,19.43,868.2,594.4,188.6,15.6,22.86,18.38,90.08,18.71,0.12,187.0,0.0028,2025-07-19,82.57,Good
WQ1774,TamilNadu,Groundwater,7.25,21.8,16.07,7.52,1.28,30.09,445.5,797.4,402.5,35.48,32.5,95.08,9.78,0.84,0.35,49.0,0.0009,2025-07-28,91.27,Excellent
WQ1775,Gujarat,Reservoir,7.88,21.6,0.25,3.1,4.12,13.88,438.4,874.2,205.5,40.73,34.66,108.11,8.67,8.54,0.96,0.0,0.0058,2025-03-11,86.78,Good
WQ1776,Kerala,Groundwater,7.59,25.5,0.52,6.3,6.72,8.85,567.6,1062.8,410.1,95.84,23.83,23.99,53.57,12.53,0.37,301.0,0.0221,2025-03-16,80.04,Good
WQ1777,Rajasthan,River,6.52,26.3,0.23,2.56,4.24,6.5,642.5,692.7,339.2,64.79,34.35,33.74,102.07,3.51,0.1,259.0,0.0063,2024-01-09,87.53,Good
WQ1778,WestBengal,Well,6.69,25.0,1.02,9.74,1.21,20.59,639.2,1191.7,234.5,76.55,17.86,372.28,111.48,24.66,0.77,20.0,0.019,2025-04-14,88.73,Good
WQ1779,WestBengal,Groundwater,8.02,25.6,3.9,4.83,4.09,23.61,664.7,972.4,68.7,22.53,19.93,37.51,51.6,15.22,0.12,70.0,0.004,2025-09-23,82.33,Good
WQ1780,Gujarat,Pond,6.93,32.5,5.19,9.51,0.49,40.95,323.8,487.8,248.1,89.86,9.25,114.44,37.27,2.79,0.8,162.0,0.0041,2024-12-13,94.9,Excellent
WQ1781,Odisha,Groundwater,6.88,29.4,0.23,8.89,0.42,8.38,390.4,1363.0,260.2,92.53,27.9,48.22,20.13,0.06,0.39,158.0,0.0226,2025-08-24,97.1,Excellent
WQ1782,Assam,Lake,6.44,25.0,14.59,5.2,1.27,29.37,603.8,798.1,366.7,10.04,28.9,126.14,195.6,2.82,0.36,295.0,0.0055,2025-01-06,87.12,Good
WQ1783,WestBengal,River,7.54,28.7,9.23,4.73,4.95,16.48,344.5,449.5,408.8,42.37,39.15,117.24,19.26,2.64,1.14,23.0,0.0156,2024-06-23,86.08,Good
WQ1784,Rajasthan,Lake,8.85,18.8,1.76,7.7,0.85,42.88,449.0,1195.9,181.5,72.39,34.49,88.15,68.17,17.66,0.74,84.0,0.0027,2025-05-29,82.81,Good
WQ1785,Delhi,Lake,6.35,26.0,0.4,5.31,0.2,15.01,529.8,1323.3,330.1,76.11,21.58,154.36,37.96,27.32,0.02,15.0,0.0297,2024-05-09,87.98,Good
WQ1786,Gujarat,Pond,7.22,33.0,0.93,7.2,0.42,14.58,607.0,690.1,326.5,43.04,10.86,224.04,46.89,0.58,0.21,74.0,0.0085,2025-07-19,97.08,Excellent
WQ1787,Kerala,River,8.33,22.9,0.68,6.03,5.87,17.25,94.5,548.9,357.3,52.36,30.19,69.4,25.0,5.1,1.23,2.0,0.0142,2024-10-19,82.79,Good
WQ1788,Bihar,River,7.14,19.8,0.66,3.44,3.01,27.67,592.9,648.3,299.9,45.07,38.33,21.69,167.37,6.36,0.01,343.0,0.0009,2025-11-26,89.25,Good
WQ1789,Bihar,River,7.56,20.7,3.65,2.54,0.88,66.87,403.3,914.4,55.8,62.76,34.06,40.68,42.39,0.78,0.47,112.0,0.0068,2024-12-18,93.43,Excellent
WQ1790,Haryana,River,6.35,18.6,1.41,7.45,2.43,1.53,591.5,1083.4,234.5,89.93,38.01,113.61,138.86,3.79,0.78,284.0,0.0231,2024-08-11,88.7,Good
WQ1791,Assam,River,7.54,20.1,2.22,5.88,2.25,1.1,605.4,871.1,134.4,40.72,22.46,84.19,1.0,3.05,0.58,9.0,0.021,2025-06-07,92.25,Excellent
WQ1792,MadhyaPradesh,Pond,7.05,22.1,22.78,5.89,3.2,55.47,771.6,730.5,229.7,85.02,19.4,15.66,42.51,6.14,0.86,39.0,0.0005,2025-12-07,85.88,Good
WQ1793,TamilNadu,Groundwater,7.99,17.0,5.77,8.39,0.8,15.1,720.7,1149.4,348.0,40.46,16.16,4.21,63.15,8.66,0.78,45.0,0.0036,2025-05-23,89.07,Good
WQ1794,WestBengal,Lake,8.15,24.1,14.88,9.35,5.99,19.09,719.3,606.1,280.5,38.81,24.33,91.9,68.34,9.73,0.71,73.0,0.0059,2025-01-02,77.15,Good
WQ1795,WestBengal,River,9.27,28.5,0.77,6.45,1.11,13.17,738.7,1009.3,364.8,80.46,24.06,23.13,117.68,1.18,1.03,244.0,0.0019,2025-10-27,83.96,Good
WQ1796,MadhyaPradesh,Tap,7.66,19.5,2.41,6.32,3.55,1.97,508.3,613.6,284.2,83.05,27.48,55.4,1.0,13.41,0.62,73.0,0.0131,2025-08-12,85.9,Good
WQ1797,Punjab,Groundwater,7.46,31.6,4.05,8.0,0.05,29.23,456.4,829.3,120.2,81.29,23.45,109.87,1.0,9.08,0.31,34.0,0.002,2025-10-13,93.35,Excellent
WQ1798,Kerala,Groundwater,7.36,26.6,0.4,4.29,1.4,27.51,624.6,665.9,10.0,27.11,23.4,66.16,31.96,17.59,0.38,10.0,0.0043,2025-05-14,90.6,Excellent
WQ1799,Maharashtra,Lake,6.92,29.2,0.02,7.45,1.3,7.47,596.4,683.2,264.9,48.35,15.68,6.96,1.49,4.77,0.76,12.0,0.0109,2024-03-30,96.09,Excellent
WQ1800,Gujarat,Pond,7.47,20.7,5.55,8.1,2.35,7.31,388.2,586.8,228.6,80.57,36.3,16.42,183.52,17.95,1.25,214.0,0.0066,2025-10-17,84.93,Good
WQ1801,Odisha,Reservoir,6.96,28.3,5.13,8.36,0.23,36.38,531.0,1103.5,152.3,61.04,25.92,19.81,12.56,16.07,0.19,88.0,0.0134,2024-03-12,92.22,Excellent
WQ1802,Kerala,Reservoir,7.33,18.5,2.64,3.13,4.68,1.5,443.0,480.1,79.9,33.16,22.91,23.86,32.0,4.62,0.25,194.0,0.0325,2025-03-08,87.21,Good
WQ1803,Karnataka,Groundwater,8.25,28.5,3.36,5.48,0.74,42.59,279.2,477.9,176.5,71.46,16.03,66.67,3.15,3.84,1.6,172.0,0.0012,2025-11-19,88.76,Good
WQ1804,WestBengal,Well,6.39,24.9,2.68,5.24,3.39,5.93,708.1,1336.3,230.6,42.13,9.02,56.09,36.91,21.6,0.52,22.0,0.0124,2024-12-13,84.36,Good
WQ1805,TamilNadu,Well,8.11,26.8,0.12,7.2,4.88,17.98,461.0,993.4,316.6,104.86,40.7,18.17,23.9,10.05,0.12,23.0,0.0026,2024-09-19,83.85,Good
WQ1806,Haryana,Lake,8.25,18.1,2.04,7.96,2.48,54.98,859.7,50.0,268.9,98.62,31.66,5.6,2.28,21.08,0.65,211.0,0.0054,2024-09-27,80.98,Good
WQ1807,Bihar,Reservoir,7.11,19.5,0.97,9.99,4.05,22.67,124.9,530.4,410.8,75.1,5.51,15.04,20.41,12.76,2.81,192.0,0.0003,2025-05-23,87.34,Good
WQ1808,WestBengal,Groundwater,5.5,27.0,0.52,6.01,3.25,10.7,338.6,156.4,146.4,94.03,34.16,332.74,24.83,7.52,1.04,71.0,0.0015,2025-05-22,84.5,Good
WQ1809,Haryana,Pond,6.71,19.3,15.7,6.0,1.32,23.39,456.5,414.8,338.1,61.62,36.07,50.57,229.87,0.99,0.82,12.0,0.0039,2025-09-08,91.44,Excellent
WQ1810,Rajasthan,Reservoir,8.24,26.3,4.57,9.3,4.96,8.43,677.5,50.0,254.7,79.14,26.49,161.6,11.65,2.76,0.14,2.0,0.0042,2025-02-23,84.14,Good
WQ1811,Kerala,Groundwater,7.18,17.2,6.52,7.59,1.05,6.49,529.9,658.9,319.5,96.94,44.18,151.11,39.35,27.75,1.25,51.0,0.023,2024-03-12,86.73,Good
WQ1812,Rajasthan,Groundwater,6.4,28.2,1.89,9.54,2.54,114.18,512.1,357.4,206.3,66.14,27.6,57.32,218.37,3.08,0.45,1.0,0.0135,2024-03-14,91.69,Excellent
WQ1813,Maharashtra,River,6.8,17.8,2.5,7.58,4.1,27.79,224.5,718.0,357.2,53.62,8.0,98.12,78.52,0.78,1.32,39.0,0.0358,2025-10-16,91.48,Excellent
WQ1814,Delhi,Pond,7.87,26.8,1.35,4.69,1.43,20.7,218.6,212.5,279.5,17.38,29.38,17.13,250.79,9.84,0.24,82.0,0.0091,2025-05-17,89.33,Good
WQ1815,Karnataka,River,7.64,27.1,0.51,4.33,1.08,8.78,514.5,724.9,182.1,57.92,27.94,93.28,172.57,10.59,0.04,19.0,0.0028,2025-07-27,91.66,Excellent
WQ1816,Kerala,Lake,7.01,20.5,0.99,3.9,1.84,1.01,177.2,575.5,248.8,80.59,17.76,25.44,33.62,2.69,0.39,17.0,0.004,2024-05-25,95.92,Excellent
WQ1817,Punjab,River,6.91,26.9,7.99,8.32,5.11,0.63,343.6,1150.6,226.0,83.64,31.88,142.73,59.6,2.83,0.19,340.0,0.0039,2024-02-15,85.24,Good
WQ1818,Maharashtra,Tap,6.89,25.3,5.66,9.38,7.97,16.16,550.2,1123.4,298.9,72.61,4.99,7.0,5.85,5.06,0.75,132.0,0.004,2024-04-14,82.96,Good
WQ1819,UP,River,6.46,21.3,3.96,10.7,2.36,28.71,253.5,935.6,132.0,46.47,36.89,118.67,29.09,0.18,1.89,409.0,0.0112,2024-04-18,88.43,Good
WQ1820,Punjab,Tap,8.49,19.0,3.22,8.69,3.25,15.42,771.1,602.0,247.1,10.58,14.46,8.42,82.78,12.46,0.7,64.0,0.0076,2024-11-12,82.33,Good
WQ1821,Assam,Reservoir,6.94,14.2,12.78,9.33,7.01,36.75,694.8,1295.6,289.5,47.62,13.18,170.42,35.19,3.05,1.31,170.0,0.0049,2024-04-30,82.74,Good
WQ1822,Gujarat,Well,8.17,25.7,0.38,5.84,0.31,0.68,135.7,234.1,253.3,52.39,23.63,29.02,60.65,15.38,0.36,34.0,0.0016,2025-05-13,88.62,Good
WQ1823,TamilNadu,Groundwater,8.42,16.2,1.65,4.69,0.79,9.14,263.5,278.9,384.7,52.18,30.2,85.0,68.47,12.98,0.89,144.0,0.0002,2024-02-12,85.89,Good
WQ1824,Kerala,Tap,8.0,24.5,2.15,8.7,3.7,5.41,20.0,674.9,327.4,75.46,26.97,53.48,14.62,8.66,1.11,21.0,0.0025,2024-04-08,86.0,Good
WQ1825,UP,Pond,6.85,22.7,7.63,7.84,5.21,11.86,293.5,1376.2,249.3,109.64,16.09,36.49,104.25,3.14,0.74,0.0,0.0011,2025-12-06,88.2,Good
